ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
313,4/19/2018,4/26/2018,28586,1,4,SO44423,1,1,3578.27,2171.2942,3578.27,286.2616
312,4/19/2018,4/26/2018,17916,1,9,SO44424,1,1,3578.27,2171.2942,3578.27,286.2616
311,4/19/2018,4/26/2018,17504,1,9,SO44425,1,1,3578.27,2171.2942,3578.27,286.2616
314,4/20/2018,4/27/2018,13770,1,8,SO44426,1,1,3578.27,2171.2942,3578.27,286.2616
314,4/20/2018,4/27/2018,14146,1,10,SO44427,1,1,3578.27,2171.2942,3578.27,286.2616
313,4/20/2018,4/27/2018,28362,1,4,SO44428,1,1,3578.27,2171.2942,3578.27,286.2616
314,4/20/2018,4/27/2018,28583,1,1,SO44429,1,1,3578.27,2171.2942,3578.27,286.2616
313,4/20/2018,4/27/2018,17927,1,9,SO44430,1,1,3578.27,2171.2942,3578.27,286.2616
312,4/20/2018,4/27/2018,17725,1,9,SO44431,1,1,3578.27,2171.2942,3578.27,286.2616
314,4/21/2018,4/28/2018,14165,1,10,SO44432,1,2,1789.135,2171.2942,3578.27,286.2616
312,4/21/2018,4/28/2018,28270,1,1,SO44433,1,2,1789.135,2171.2942,3578.27,286.2616
310,4/21/2018,4/28/2018,28580,1,4,SO44434,1,2,1789.135,2171.2942,3578.27,286.2616
312,4/22/2018,4/29/2018,28573,1,1,SO44435,1,4,894.5675,2171.2942,3578.27,286.2616
322,4/22/2018,4/29/2018,26630,1,6,SO44436,1,4,174.7745,413.1463,699.0982,55.9279
344,4/22/2018,4/29/2018,11076,1,9,SO44437,1,4,849.9975,1912.1544,3399.99,271.9992
312,4/22/2018,4/29/2018,17909,1,9,SO44438,1,4,894.5675,2171.2942,3578.27,286.2616
310,4/23/2018,4/30/2018,14195,1,10,SO44439,1,1,3578.27,2171.2942,3578.27,286.2616
312,4/23/2018,4/30/2018,12261,1,7,SO44440,1,1,3578.27,2171.2942,3578.27,286.2616
312,4/23/2018,4/30/2018,22118,1,6,SO44441,1,1,3578.27,2171.2942,3578.27,286.2616
334,4/23/2018,4/30/2018,14599,1,1,SO44442,1,1,699.0982,413.1463,699.0982,55.9279
310,4/23/2018,4/30/2018,17370,1,9,SO44443,1,1,3578.27,2171.2942,3578.27,286.2616
311,4/25/2018,5/1/2018,13697,1,8,SO44444,1,1,3578.27,2171.2942,3578.27,286.2616
314,4/26/2018,5/2/2018,17478,1,9,SO44445,1,1,3578.27,2171.2942,3578.27,286.2616
313,4/26/2018,5/2/2018,17914,1,9,SO44446,1,1,3578.27,2171.2942,3578.27,286.2616
312,4/27/2018,5/3/2018,12265,1,7,SO44447,1,1,3578.27,2171.2942,3578.27,286.2616
311,4/27/2018,5/3/2018,28264,1,1,SO44448,1,1,3578.27,2171.2942,3578.27,286.2616
312,4/27/2018,5/3/2018,28293,1,4,SO44449,1,1,3578.27,2171.2942,3578.27,286.2616
310,4/27/2018,5/3/2018,28294,1,4,SO44450,1,1,3578.27,2171.2942,3578.27,286.2616
313,4/27/2018,5/3/2018,28295,1,1,SO44451,1,1,3578.27,2171.2942,3578.27,286.2616
332,4/27/2018,5/3/2018,20164,1,10,SO44452,1,1,699.0982,413.1463,699.0982,55.9279
310,4/27/2018,5/3/2018,17923,1,9,SO44453,1,1,3578.27,2171.2942,3578.27,286.2616
310,4/27/2018,5/3/2018,17926,1,9,SO44454,1,1,3578.27,2171.2942,3578.27,286.2616
312,4/27/2018,5/3/2018,17513,1,9,SO44455,1,1,3578.27,2171.2942,3578.27,286.2616
320,4/27/2018,5/3/2018,25560,1,9,SO44456,1,1,699.0982,413.1463,699.0982,55.9279
311,4/28/2018,5/4/2018,28196,1,1,SO44457,1,2,1789.135,2171.2942,3578.27,286.2616
314,4/28/2018,5/4/2018,28247,1,1,SO44458,1,2,1789.135,2171.2942,3578.27,286.2616
314,4/28/2018,5/4/2018,28288,1,4,SO44459,1,2,1789.135,2171.2942,3578.27,286.2616
334,4/28/2018,5/4/2018,20150,1,10,SO44460,1,2,349.5491,413.1463,699.0982,55.9279
313,4/28/2018,5/4/2018,17918,1,9,SO44461,1,2,1789.135,2171.2942,3578.27,286.2616
311,4/29/2018,5/5/2018,14155,1,10,SO44462,1,4,894.5675,2171.2942,3578.27,286.2616
332,4/29/2018,5/5/2018,19340,1,8,SO44463,1,4,174.7745,413.1463,699.0982,55.9279
314,4/29/2018,5/5/2018,22120,1,6,SO44464,1,4,894.5675,2171.2942,3578.27,286.2616
320,4/29/2018,5/5/2018,14613,1,1,SO44465,1,4,174.7745,413.1463,699.0982,55.9279
334,4/29/2018,5/5/2018,26640,1,6,SO44466,1,4,174.7745,413.1463,699.0982,55.9279
346,4/29/2018,5/5/2018,11070,1,9,SO44467,1,4,849.9975,1912.1544,3399.99,271.9992
351,4/29/2018,5/5/2018,11075,1,9,SO44468,1,4,843.7475,1898.0944,3374.99,269.9992
314,4/29/2018,5/5/2018,17734,1,9,SO44469,1,4,894.5675,2171.2942,3578.27,286.2616
313,4/29/2018,5/5/2018,17735,1,9,SO44470,1,4,894.5675,2171.2942,3578.27,286.2616
322,4/29/2018,5/5/2018,25561,1,9,SO44471,1,4,174.7745,413.1463,699.0982,55.9279
312,4/30/2018,5/6/2018,13685,1,8,SO44472,1,1,3578.27,2171.2942,3578.27,286.2616
312,4/30/2018,5/6/2018,28255,1,1,SO44473,1,1,3578.27,2171.2942,3578.27,286.2616
330,4/30/2018,5/6/2018,14601,1,4,SO44474,1,1,699.0982,413.1463,699.0982,55.9279
345,4/30/2018,5/6/2018,11101,1,9,SO44475,1,1,3399.99,1912.1544,3399.99,271.9992
314,4/30/2018,5/6/2018,17913,1,9,SO44476,1,1,3578.27,2171.2942,3578.27,286.2616
310,4/30/2018,5/6/2018,17922,1,9,SO44477,1,1,3578.27,2171.2942,3578.27,286.2616
314,4/30/2018,5/6/2018,17726,1,9,SO44478,1,1,3578.27,2171.2942,3578.27,286.2616
350,4/30/2018,5/7/2018,29391,1,8,SO44479,1,1,3374.99,1898.0944,3374.99,269.9992
350,4/30/2018,5/7/2018,25891,1,4,SO44480,1,1,3374.99,1898.0944,3374.99,269.9992
347,5/1/2018,5/8/2018,29448,1,8,SO44571,1,1,3399.99,1912.1544,3399.99,271.9992
314,5/1/2018,5/8/2018,28664,1,1,SO44572,1,1,3578.27,2171.2942,3578.27,286.2616
347,5/1/2018,5/8/2018,25917,1,4,SO44573,1,1,3399.99,1912.1544,3399.99,271.9992
349,5/1/2018,5/8/2018,11107,1,9,SO44574,1,1,3374.99,1898.0944,3374.99,269.9992
344,5/1/2018,5/8/2018,11110,1,9,SO44575,1,1,3399.99,1912.1544,3399.99,271.9992
313,5/1/2018,5/8/2018,28660,1,1,SO44576,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/2/2018,5/9/2018,28667,1,1,SO44577,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/2/2018,5/9/2018,28653,1,4,SO44578,1,1,3578.27,2171.2942,3578.27,286.2616
312,5/2/2018,5/9/2018,28662,1,4,SO44579,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/3/2018,5/10/2018,13782,1,8,SO44580,1,1,3578.27,2171.2942,3578.27,286.2616
348,5/3/2018,5/10/2018,11108,1,9,SO44581,1,1,3374.99,1898.0944,3374.99,269.9992
346,5/3/2018,5/10/2018,11134,1,9,SO44582,1,1,3399.99,1912.1544,3399.99,271.9992
310,5/3/2018,5/10/2018,18210,1,9,SO44583,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/4/2018,5/11/2018,28671,1,1,SO44584,1,2,1789.135,2171.2942,3578.27,286.2616
312,5/4/2018,5/11/2018,28790,1,1,SO44585,1,2,1789.135,2171.2942,3578.27,286.2616
314,5/4/2018,5/11/2018,28794,1,1,SO44586,1,2,1789.135,2171.2942,3578.27,286.2616
311,5/4/2018,5/11/2018,28627,1,4,SO44587,1,2,1789.135,2171.2942,3578.27,286.2616
342,5/4/2018,5/11/2018,26683,1,6,SO44588,1,2,349.5491,413.1463,699.0982,55.9279
346,5/4/2018,5/11/2018,11104,1,9,SO44589,1,2,1699.995,1912.1544,3399.99,271.9992
310,5/5/2018,5/12/2018,13795,1,8,SO44590,1,4,894.5675,2171.2942,3578.27,286.2616
330,5/5/2018,5/12/2018,17987,1,7,SO44591,1,4,174.7745,413.1463,699.0982,55.9279
314,5/5/2018,5/12/2018,28761,1,4,SO44592,1,4,894.5675,2171.2942,3578.27,286.2616
313,5/5/2018,5/12/2018,28645,1,4,SO44593,1,4,894.5675,2171.2942,3578.27,286.2616
310,5/5/2018,5/12/2018,18250,1,9,SO44594,1,4,894.5675,2171.2942,3578.27,286.2616
345,5/5/2018,5/12/2018,11124,1,9,SO44595,1,4,849.9975,1912.1544,3399.99,271.9992
313,5/5/2018,5/12/2018,18238,1,9,SO44596,1,4,894.5675,2171.2942,3578.27,286.2616
310,5/6/2018,5/13/2018,12290,1,7,SO44597,1,1,3578.27,2171.2942,3578.27,286.2616
348,5/6/2018,5/13/2018,29400,1,8,SO44598,1,1,3374.99,1898.0944,3374.99,269.9992
310,5/6/2018,5/13/2018,28792,1,1,SO44599,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/6/2018,5/13/2018,18243,1,9,SO44600,1,1,3578.27,2171.2942,3578.27,286.2616
345,5/6/2018,5/13/2018,11117,1,9,SO44601,1,1,3399.99,1912.1544,3399.99,271.9992
314,5/7/2018,5/14/2018,14702,1,10,SO44602,1,1,3578.27,2171.2942,3578.27,286.2616
342,5/7/2018,5/14/2018,20167,1,10,SO44603,1,1,699.0982,413.1463,699.0982,55.9279
322,5/7/2018,5/14/2018,19364,1,8,SO44604,1,1,699.0982,413.1463,699.0982,55.9279
314,5/7/2018,5/14/2018,28672,1,4,SO44605,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/7/2018,5/14/2018,28772,1,1,SO44606,1,1,3578.27,2171.2942,3578.27,286.2616
310,5/7/2018,5/14/2018,28774,1,4,SO44607,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/7/2018,5/14/2018,18200,1,9,SO44608,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/7/2018,5/14/2018,18220,1,9,SO44609,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/7/2018,5/14/2018,18241,1,9,SO44610,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/8/2018,5/15/2018,13778,1,8,SO44611,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/8/2018,5/15/2018,28675,1,4,SO44612,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/8/2018,5/15/2018,28628,1,1,SO44613,1,1,3578.27,2171.2942,3578.27,286.2616
312,5/8/2018,5/15/2018,28650,1,4,SO44614,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/8/2018,5/15/2018,28654,1,1,SO44615,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/8/2018,5/15/2018,28655,1,1,SO44616,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/8/2018,5/15/2018,28666,1,1,SO44617,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/8/2018,5/15/2018,18205,1,9,SO44618,1,1,3578.27,2171.2942,3578.27,286.2616
312,5/9/2018,5/16/2018,13789,1,8,SO44619,1,1,3578.27,2171.2942,3578.27,286.2616
312,5/9/2018,5/16/2018,18204,1,9,SO44620,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/9/2018,5/16/2018,18217,1,9,SO44621,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/9/2018,5/16/2018,13771,1,8,SO44622,1,1,3578.27,2171.2942,3578.27,286.2616
312,5/10/2018,5/17/2018,12301,1,7,SO44623,1,1,3578.27,2171.2942,3578.27,286.2616
342,5/10/2018,5/17/2018,19357,1,8,SO44624,1,1,699.0982,413.1463,699.0982,55.9279
314,5/10/2018,5/17/2018,28658,1,4,SO44625,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/10/2018,5/17/2018,18272,1,9,SO44626,1,1,3578.27,2171.2942,3578.27,286.2616
349,5/10/2018,5/17/2018,11109,1,9,SO44627,1,1,3374.99,1898.0944,3374.99,269.9992
348,5/10/2018,5/17/2018,11356,1,9,SO44628,1,1,3374.99,1898.0944,3374.99,269.9992
311,5/10/2018,5/17/2018,18209,1,9,SO44629,1,1,3578.27,2171.2942,3578.27,286.2616
312,5/11/2018,5/18/2018,28765,1,4,SO44630,1,2,1789.135,2171.2942,3578.27,286.2616
310,5/11/2018,5/18/2018,28629,1,4,SO44631,1,2,1789.135,2171.2942,3578.27,286.2616
314,5/11/2018,5/18/2018,18196,1,9,SO44632,1,2,1789.135,2171.2942,3578.27,286.2616
310,5/11/2018,5/18/2018,18203,1,9,SO44633,1,2,1789.135,2171.2942,3578.27,286.2616
311,5/11/2018,5/18/2018,18213,1,9,SO44634,1,2,1789.135,2171.2942,3578.27,286.2616
310,5/11/2018,5/18/2018,18218,1,9,SO44635,1,2,1789.135,2171.2942,3578.27,286.2616
314,5/12/2018,5/19/2018,14705,1,10,SO44636,1,4,894.5675,2171.2942,3578.27,286.2616
311,5/12/2018,5/19/2018,28644,1,1,SO44637,1,4,894.5675,2171.2942,3578.27,286.2616
310,5/12/2018,5/19/2018,28651,1,4,SO44638,1,4,894.5675,2171.2942,3578.27,286.2616
330,5/12/2018,5/19/2018,14617,1,1,SO44639,1,4,174.7745,413.1463,699.0982,55.9279
313,5/12/2018,5/19/2018,18246,1,9,SO44640,1,4,894.5675,2171.2942,3578.27,286.2616
313,5/12/2018,5/19/2018,18255,1,9,SO44641,1,4,894.5675,2171.2942,3578.27,286.2616
330,5/12/2018,5/19/2018,25567,1,9,SO44642,1,4,174.7745,413.1463,699.0982,55.9279
314,5/13/2018,5/20/2018,12280,1,7,SO44643,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/13/2018,5/20/2018,12279,1,7,SO44644,1,1,3578.27,2171.2942,3578.27,286.2616
344,5/13/2018,5/20/2018,11344,1,10,SO44645,1,1,3399.99,1912.1544,3399.99,271.9992
344,5/13/2018,5/20/2018,29449,1,8,SO44646,1,1,3399.99,1912.1544,3399.99,271.9992
312,5/13/2018,5/20/2018,28770,1,1,SO44647,1,1,3578.27,2171.2942,3578.27,286.2616
344,5/13/2018,5/20/2018,25916,1,4,SO44648,1,1,3399.99,1912.1544,3399.99,271.9992
344,5/13/2018,5/20/2018,25924,1,4,SO44649,1,1,3399.99,1912.1544,3399.99,271.9992
351,5/13/2018,5/20/2018,11147,1,9,SO44650,1,1,3374.99,1898.0944,3374.99,269.9992
313,5/14/2018,5/21/2018,14720,1,10,SO44651,1,1,3578.27,2171.2942,3578.27,286.2616
350,5/14/2018,5/21/2018,28407,1,7,SO44652,1,1,3374.99,1898.0944,3374.99,269.9992
326,5/14/2018,5/21/2018,20170,1,10,SO44653,1,1,699.0982,413.1463,699.0982,55.9279
313,5/14/2018,5/21/2018,28619,1,4,SO44654,1,1,3578.27,2171.2942,3578.27,286.2616
346,5/14/2018,5/21/2018,11105,1,9,SO44655,1,1,3399.99,1912.1544,3399.99,271.9992
311,5/14/2018,5/21/2018,18275,1,9,SO44656,1,1,3578.27,2171.2942,3578.27,286.2616
350,5/14/2018,5/21/2018,11120,1,9,SO44657,1,1,3374.99,1898.0944,3374.99,269.9992
312,5/14/2018,5/21/2018,18201,1,9,SO44658,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/14/2018,5/21/2018,18208,1,9,SO44659,1,1,3578.27,2171.2942,3578.27,286.2616
310,5/15/2018,5/22/2018,28775,1,4,SO44660,1,1,3578.27,2171.2942,3578.27,286.2616
336,5/15/2018,5/22/2018,14639,1,4,SO44661,1,1,699.0982,413.1463,699.0982,55.9279
349,5/15/2018,5/22/2018,11151,1,9,SO44662,1,1,3374.99,1898.0944,3374.99,269.9992
313,5/15/2018,5/22/2018,18212,1,9,SO44663,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/15/2018,5/22/2018,18222,1,9,SO44664,1,1,3578.27,2171.2942,3578.27,286.2616
334,5/15/2018,5/22/2018,25564,1,9,SO44665,1,1,699.0982,413.1463,699.0982,55.9279
313,5/16/2018,5/23/2018,28763,1,4,SO44666,1,1,3578.27,2171.2942,3578.27,286.2616
310,5/16/2018,5/23/2018,28795,1,4,SO44667,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/16/2018,5/23/2018,28621,1,4,SO44668,1,1,3578.27,2171.2942,3578.27,286.2616
350,5/16/2018,5/23/2018,25942,1,4,SO44669,1,1,3374.99,1898.0944,3374.99,269.9992
313,5/16/2018,5/23/2018,18245,1,9,SO44670,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/16/2018,5/23/2018,18268,1,9,SO44671,1,1,3578.27,2171.2942,3578.27,286.2616
310,5/16/2018,5/23/2018,18207,1,9,SO44672,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/17/2018,5/24/2018,13790,1,8,SO44673,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/17/2018,5/24/2018,28635,1,4,SO44674,1,1,3578.27,2171.2942,3578.27,286.2616
336,5/17/2018,5/24/2018,25566,1,9,SO44675,1,1,699.0982,413.1463,699.0982,55.9279
312,5/17/2018,5/24/2018,18198,1,9,SO44676,1,1,3578.27,2171.2942,3578.27,286.2616
310,5/18/2018,5/25/2018,22233,1,6,SO44677,1,2,1789.135,2171.2942,3578.27,286.2616
310,5/18/2018,5/25/2018,22121,1,6,SO44678,1,2,1789.135,2171.2942,3578.27,286.2616
346,5/18/2018,5/25/2018,11106,1,9,SO44679,1,2,1699.995,1912.1544,3399.99,271.9992
312,5/19/2018,5/26/2018,12296,1,7,SO44680,1,4,894.5675,2171.2942,3578.27,286.2616
342,5/19/2018,5/26/2018,17982,1,7,SO44681,1,4,174.7745,413.1463,699.0982,55.9279
310,5/19/2018,5/26/2018,28797,1,4,SO44682,1,4,894.5675,2171.2942,3578.27,286.2616
312,5/19/2018,5/26/2018,28799,1,4,SO44683,1,4,894.5675,2171.2942,3578.27,286.2616
310,5/19/2018,5/26/2018,28643,1,4,SO44684,1,4,894.5675,2171.2942,3578.27,286.2616
310,5/19/2018,5/26/2018,18249,1,9,SO44685,1,4,894.5675,2171.2942,3578.27,286.2616
313,5/20/2018,5/27/2018,14712,1,10,SO44686,1,1,3578.27,2171.2942,3578.27,286.2616
342,5/20/2018,5/27/2018,20172,1,10,SO44687,1,1,699.0982,413.1463,699.0982,55.9279
310,5/20/2018,5/27/2018,18244,1,9,SO44688,1,1,3578.27,2171.2942,3578.27,286.2616
310,5/20/2018,5/27/2018,18269,1,9,SO44689,1,1,3578.27,2171.2942,3578.27,286.2616
344,5/20/2018,5/27/2018,11111,1,9,SO44690,1,1,3399.99,1912.1544,3399.99,271.9992
346,5/21/2018,5/28/2018,28414,1,7,SO44691,1,1,3399.99,1912.1544,3399.99,271.9992
311,5/21/2018,5/28/2018,28670,1,1,SO44692,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/21/2018,5/28/2018,28676,1,4,SO44693,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/21/2018,5/28/2018,22232,1,6,SO44694,1,1,3578.27,2171.2942,3578.27,286.2616
346,5/21/2018,5/28/2018,19855,1,6,SO44695,1,1,3399.99,1912.1544,3399.99,271.9992
313,5/21/2018,5/28/2018,18254,1,9,SO44696,1,1,3578.27,2171.2942,3578.27,286.2616
310,5/22/2018,5/29/2018,18219,1,9,SO44697,1,1,3578.27,2171.2942,3578.27,286.2616
326,5/22/2018,5/29/2018,25565,1,9,SO44698,1,1,699.0982,413.1463,699.0982,55.9279
313,5/23/2018,5/30/2018,22234,1,6,SO44699,1,1,3578.27,2171.2942,3578.27,286.2616
314,5/23/2018,5/30/2018,28769,1,1,SO44700,1,1,3578.27,2171.2942,3578.27,286.2616
336,5/23/2018,5/30/2018,14636,1,1,SO44701,1,1,699.0982,413.1463,699.0982,55.9279
314,5/23/2018,5/30/2018,18260,1,9,SO44702,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/24/2018,6/1/2018,12300,1,7,SO44703,1,1,3578.27,2171.2942,3578.27,286.2616
350,5/24/2018,6/1/2018,29403,1,8,SO44704,1,1,3374.99,1898.0944,3374.99,269.9992
311,5/24/2018,6/1/2018,28678,1,1,SO44705,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/24/2018,6/1/2018,28618,1,1,SO44706,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/24/2018,6/1/2018,28649,1,4,SO44707,1,1,3578.27,2171.2942,3578.27,286.2616
350,5/24/2018,6/1/2018,25909,1,4,SO44708,1,1,3374.99,1898.0944,3374.99,269.9992
311,5/24/2018,6/1/2018,18240,1,9,SO44709,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/25/2018,6/2/2018,28674,1,4,SO44710,1,2,1789.135,2171.2942,3578.27,286.2616
310,5/25/2018,6/2/2018,18248,1,9,SO44711,1,2,1789.135,2171.2942,3578.27,286.2616
348,5/25/2018,6/2/2018,11112,1,9,SO44712,1,2,1687.495,1898.0944,3374.99,269.9992
313,5/26/2018,6/3/2018,22128,1,6,SO44713,1,4,894.5675,2171.2942,3578.27,286.2616
313,5/26/2018,6/3/2018,28657,1,1,SO44714,1,4,894.5675,2171.2942,3578.27,286.2616
314,5/26/2018,6/3/2018,22182,1,6,SO44715,1,4,894.5675,2171.2942,3578.27,286.2616
314,5/26/2018,6/3/2018,22230,1,6,SO44716,1,4,894.5675,2171.2942,3578.27,286.2616
336,5/26/2018,6/3/2018,14616,1,4,SO44717,1,4,174.7745,413.1463,699.0982,55.9279
314,5/26/2018,6/3/2018,18239,1,9,SO44718,1,4,894.5675,2171.2942,3578.27,286.2616
313,5/27/2018,6/4/2018,14700,1,10,SO44719,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/27/2018,6/4/2018,28625,1,1,SO44720,1,1,3578.27,2171.2942,3578.27,286.2616
342,5/27/2018,6/4/2018,26643,1,6,SO44721,1,1,699.0982,413.1463,699.0982,55.9279
310,5/28/2018,6/5/2018,13774,1,8,SO44722,1,1,3578.27,2171.2942,3578.27,286.2616
345,5/28/2018,6/5/2018,29410,1,8,SO44723,1,1,3399.99,1912.1544,3399.99,271.9992
314,5/28/2018,6/5/2018,28665,1,1,SO44724,1,1,3578.27,2171.2942,3578.27,286.2616
345,5/28/2018,6/5/2018,25910,1,4,SO44725,1,1,3399.99,1912.1544,3399.99,271.9992
332,5/28/2018,6/5/2018,14614,1,4,SO44726,1,1,699.0982,413.1463,699.0982,55.9279
313,5/28/2018,6/5/2018,18273,1,9,SO44727,1,1,3578.27,2171.2942,3578.27,286.2616
344,5/28/2018,6/5/2018,11126,1,9,SO44728,1,1,3399.99,1912.1544,3399.99,271.9992
310,5/29/2018,6/6/2018,12307,1,7,SO44729,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/29/2018,6/6/2018,14697,1,10,SO44730,1,1,3578.27,2171.2942,3578.27,286.2616
312,5/29/2018,6/6/2018,28661,1,1,SO44731,1,1,3578.27,2171.2942,3578.27,286.2616
312,5/29/2018,6/6/2018,18251,1,9,SO44732,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/29/2018,6/6/2018,18214,1,9,SO44733,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/30/2018,6/7/2018,12285,1,7,SO44734,1,1,3578.27,2171.2942,3578.27,286.2616
311,5/30/2018,6/7/2018,28673,1,4,SO44735,1,1,3578.27,2171.2942,3578.27,286.2616
328,5/30/2018,6/7/2018,14634,1,1,SO44736,1,1,699.0982,413.1463,699.0982,55.9279
314,5/30/2018,6/7/2018,18242,1,9,SO44737,1,1,3578.27,2171.2942,3578.27,286.2616
313,5/30/2018,6/7/2018,18252,1,9,SO44738,1,1,3578.27,2171.2942,3578.27,286.2616
312,5/30/2018,6/7/2018,18202,1,9,SO44739,1,1,3578.27,2171.2942,3578.27,286.2616
310,6/1/2018,6/8/2018,12383,1,7,SO44803,1,1,3578.27,2171.2942,3578.27,286.2616
310,6/1/2018,6/8/2018,28829,1,4,SO44804,1,1,3578.27,2171.2942,3578.27,286.2616
314,6/1/2018,6/8/2018,29011,1,4,SO44805,1,1,3578.27,2171.2942,3578.27,286.2616
311,6/1/2018,6/8/2018,18452,1,9,SO44806,1,1,3578.27,2171.2942,3578.27,286.2616
350,6/1/2018,6/8/2018,11365,1,9,SO44807,1,1,3374.99,1898.0944,3374.99,269.9992
311,6/2/2018,6/9/2018,13836,1,8,SO44808,1,2,1789.135,2171.2942,3578.27,286.2616
342,6/2/2018,6/9/2018,20552,1,10,SO44809,1,2,349.5491,413.1463,699.0982,55.9279
311,6/2/2018,6/9/2018,29126,1,4,SO44810,1,2,1789.135,2171.2942,3578.27,286.2616
311,6/2/2018,6/9/2018,22732,1,6,SO44811,1,2,1789.135,2171.2942,3578.27,286.2616
314,6/2/2018,6/9/2018,28988,1,4,SO44812,1,2,1789.135,2171.2942,3578.27,286.2616
312,6/2/2018,6/9/2018,18695,1,9,SO44813,1,2,1789.135,2171.2942,3578.27,286.2616
313,6/2/2018,6/9/2018,18281,1,9,SO44814,1,2,1789.135,2171.2942,3578.27,286.2616
351,6/2/2018,6/9/2018,11444,1,9,SO44815,1,2,1687.495,1898.0944,3374.99,269.9992
312,6/3/2018,6/10/2018,12321,1,7,SO44816,1,4,894.5675,2171.2942,3578.27,286.2616
312,6/3/2018,6/10/2018,14777,1,10,SO44817,1,4,894.5675,2171.2942,3578.27,286.2616
313,6/3/2018,6/10/2018,28827,1,4,SO44818,1,4,894.5675,2171.2942,3578.27,286.2616
313,6/3/2018,6/10/2018,28853,1,1,SO44819,1,4,894.5675,2171.2942,3578.27,286.2616
350,6/3/2018,6/10/2018,25972,1,1,SO44820,1,4,843.7475,1898.0944,3374.99,269.9992
345,6/3/2018,6/10/2018,25975,1,1,SO44821,1,4,849.9975,1912.1544,3399.99,271.9992
311,6/3/2018,6/10/2018,18486,1,9,SO44822,1,4,894.5675,2171.2942,3578.27,286.2616
313,6/3/2018,6/10/2018,18488,1,9,SO44823,1,4,894.5675,2171.2942,3578.27,286.2616
312,6/3/2018,6/10/2018,18694,1,9,SO44824,1,4,894.5675,2171.2942,3578.27,286.2616
312,6/3/2018,6/10/2018,18309,1,9,SO44825,1,4,894.5675,2171.2942,3578.27,286.2616
314,6/4/2018,6/11/2018,12308,1,7,SO44826,1,1,3578.27,2171.2942,3578.27,286.2616
344,6/4/2018,6/11/2018,25973,1,1,SO44827,1,1,3399.99,1912.1544,3399.99,271.9992
312,6/4/2018,6/11/2018,28997,1,4,SO44828,1,1,3578.27,2171.2942,3578.27,286.2616
334,6/4/2018,6/11/2018,14643,1,1,SO44829,1,1,699.0982,413.1463,699.0982,55.9279
314,6/4/2018,6/11/2018,18337,1,9,SO44830,1,1,3578.27,2171.2942,3578.27,286.2616
350,6/5/2018,6/12/2018,29467,1,8,SO44831,1,1,3374.99,1898.0944,3374.99,269.9992
311,6/5/2018,6/12/2018,28804,1,4,SO44832,1,1,3578.27,2171.2942,3578.27,286.2616
310,6/5/2018,6/12/2018,28842,1,4,SO44833,1,1,3578.27,2171.2942,3578.27,286.2616
350,6/5/2018,6/12/2018,25952,1,4,SO44834,1,1,3374.99,1898.0944,3374.99,269.9992
311,6/5/2018,6/12/2018,18338,1,9,SO44835,1,1,3578.27,2171.2942,3578.27,286.2616
314,6/5/2018,6/12/2018,18465,1,9,SO44836,1,1,3578.27,2171.2942,3578.27,286.2616
312,6/6/2018,6/13/2018,13808,1,8,SO44837,1,1,3578.27,2171.2942,3578.27,286.2616
